,genotype,BLUE,sep_BLUE,w,Location,Year,H.cullis,trait,Entry,Nominator,BP,HT,Grain_type,Gen_type
205,DGM004,8353.86026705523,206.006500920182,82715.3188815888,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
206,DGM004,5701.00096941644,422.224966878342,193618.369496862,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
207,DGM004,9655.89260443161,181.788057725046,103319.595471058,Lawrence County,2021,0.954202924715745,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
208,DGM004,7324.95932402105,283.275631512691,126065.458463162,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
209,DGM004,7847.09834742131,466.494509267937,126725.32915619,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
210,DGM004,8414.00323943189,300.356694744546,122148.906745499,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
211,DGM004,8764.01887809479,245.837827653898,123280.412124573,Wintermann Rice Research Station,2021,0.914465139482436,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
212,DGM004,8842.5940361909,255.855602722644,229780.887637792,UA Northeast Res and Ext Center,2021,0.963828719016503,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
213,DGM004,6674.125862318,409.85353632772,181382.1427364,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
214,DGM004,8147.07435666063,379.015284246005,97465.295254274,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
215,DGM004,9466.87385133525,415.834060399079,214168.526105231,Palmetto,2021,0.84519462219751,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
216,DGM004,8809.14467103098,283.182509816233,93899.9164393845,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
217,DGM004,7002.53593362259,538.209847217896,318612.586834282,Rice Research Station South,2021,0.843857778152297,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
218,DGM004,8848.72084477024,264.331833705738,141209.372811914,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
219,DGM004,8591.7484169631,482.34577843674,285765.281737992,UA Rice Res and Ext Center,2021,0.964106224761339,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
220,DGM004,8963.23723218892,301.095749369254,136546.608969278,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
221,DGM004,8383.25743417637,161.683404398602,279573.278942238,Mamou,2021,0.977400011032591,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
222,DGM004,8724.96964065345,318.325089194227,133183.305776334,St. Joseph,2021,0.918605383320413,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
223,DGM004,5206.6682631153,386.848208937701,208740.942855701,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
224,DGM004,9318.63913085596,169.446121882136,128359.248761048,UA Northeast Rice Res & Ext Ctr,2021,0.973594386669851,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
225,DGM004,9127.56807824819,396.910005197191,141878.807601194,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
226,DGM004,10083.5726754406,260.532662593582,88290.0942707245,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
227,DGM004,8986.10835753284,419.974631796583,152716.63550043,Rice Research Station,2021,0.844974135891633,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
228,DGM004,7373.22308837304,288.765651094131,174083.014533773,Iowa,2021,0.922042593895625,Yield.LSU_01.0000138,12,Nutrien,Nutrien,CONV,Medium,Line
229,Jupiter,7714.94702755476,223.61446552625,62453.7797915979,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
230,Jupiter,5160.30548711711,387.163976722705,163084.150553109,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
231,Jupiter,9333.94877466403,180.315787914567,100522.386817992,Lawrence County,2021,0.954202924715745,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
232,Jupiter,10598.7068628836,638.715053169382,147241.883173256,Pine Tree Research Station,2021,0.499611940877758,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
233,Jupiter,7060.28413343367,534.204465104679,229179.867033874,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
234,Jupiter,8681.19616002701,263.496781236269,59607.0576123702,Winnsboro,2021,0.761875531009231,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
235,Jupiter,9471.00452445779,348.521979760083,139552.257080614,Lake Arthur,2021,0.773256872388895,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
236,Jupiter,8117.06102037615,236.491185843003,113822.96515332,Wintermann Rice Research Station,2021,0.914465139482436,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
237,Jupiter,8176.44654073015,293.272710497362,176617.425951073,Bay City,2021,0.946929917929501,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
238,Jupiter,9067.88737532231,253.175669478217,201804.4981594,Mowata,2021,0.961140858387354,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
239,Jupiter,6620.96402867311,254.267283924435,111820.577762253,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
240,Jupiter,7178.1546469387,271.452439529074,106006.536713063,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
241,Jupiter,7329.91511920314,384.689846603304,96434.3885857998,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
242,Jupiter,7593.10861039067,314.446862298428,110023.975030651,Desha County,2021,0.813828740059357,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
243,Jupiter,8096.41881608796,434.239189514385,145961.429959879,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
244,Jupiter,9879.83834910735,167.258754435276,127931.474692958,UA Northeast Rice Res & Ext Ctr,2021,0.973594386669851,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
245,Jupiter,9181.48190349545,216.383264736182,59171.2108698201,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
246,Jupiter,6463.93952695954,282.890754541716,125841.392572636,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
247,Jupiter,7676.52007074133,458.502100218805,126279.500255906,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
248,Jupiter,8486.30979584652,209.430988442257,84590.8797658806,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
249,Jupiter,8398.12209397493,264.191282396579,139904.793179687,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
250,Jupiter,8645.43031435076,474.369453063696,284772.997336033,UA Rice Res and Ext Center,2021,0.964106224761339,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
251,Jupiter,5652.01085711773,489.563279110741,230425.444018239,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
252,Jupiter,8135.81596676159,301.574746953369,135260.464460294,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
253,Jupiter,7839.39639689384,356.509558544184,191482.984709529,Palmetto,2021,0.84519462219751,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
254,Jupiter,9163.38060788952,285.179415994731,92710.9460891556,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
255,Jupiter,8593.78234383557,450.606964179585,291026.157460123,Rice Research Station South,2021,0.843857778152297,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
256,Jupiter,9569.10641372971,150.080332674907,274199.93359439,Mamou,2021,0.977400011032591,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
257,Jupiter,10107.8834167862,401.969284413227,146017.336707184,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
258,Jupiter,8601.47250803086,285.053261231842,130784.854296309,St. Joseph,2021,0.918605383320413,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
259,Jupiter,8831.60855463881,259.270104356726,227338.464675587,UA Northeast Res and Ext Center,2021,0.963828719016503,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
260,Jupiter,7899.70814364387,290.432907580069,177995.300964417,Iowa,2021,0.922042593895625,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
261,Jupiter,7886.4051544265,441.738910763343,164762.165509454,Rice Research Station,2021,0.844974135891633,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
262,Jupiter,8774.91959043181,324.809715995527,112386.057058495,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
263,Jupiter,5809.59077188727,320.467956173119,167526.064904611,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,24,Check,LSU,CONV,Medium,Line
264,Ozark,7173.74853993745,386.185392954992,164031.194975927,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
265,Ozark,9193.62224374382,432.235855971704,146537.127741354,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
266,Ozark,8704.12610651472,251.119665620018,110446.245150919,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
267,Ozark,9442.71871092505,566.509993878795,236032.381211791,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
268,Ozark,7809.94198950886,281.978296261945,126884.655353625,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
269,Ozark,7055.56779026619,481.904974148645,213685.141320631,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
270,Ozark,9739.12429930011,400.456670496441,98090.7759348493,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
271,Ozark,8817.65949795204,224.657179017381,63134.5179246918,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
272,Ozark,7001.74032998377,325.591693759623,172484.784655199,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
273,Ozark,8103.10493511808,212.253186726887,86155.9264047127,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
274,Ozark,10491.229283008,481.359232240543,136708.868113267,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
275,Ozark,9429.19434806808,270.661094103667,107050.871237758,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
276,Ozark,11256.8334137171,253.187822327924,139640.068093508,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
277,Ozark,9536.59821487402,282.560106569229,91052.0974763765,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
278,Ozark,10316.8609374526,310.530736276638,141333.032622209,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
279,Ozark,8752.65560424794,233.939127593902,62012.9510651429,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
280,Ozark,9749.16422132333,395.86841035298,142908.304458383,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
281,Ozark,10170.705156098,249.574137075129,89165.8719878249,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,6,AR,AR,CONV,Long,Line
282,PVL03,10098.3543404136,302.022134205268,108845.201787579,Lake Arthur,2021,0.773256872388895,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
283,PVL03,7013.50629367131,389.282093942029,171678.918701295,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
284,PVL03,9394.24583707959,178.321673254525,178363.10159793,Mowata,2021,0.961140858387354,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
285,PVL03,7631.19549613978,219.413386974778,61014.9498095096,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
286,PVL03,8775.37887187568,305.40366908271,187619.027551138,Bay City,2021,0.946929917929501,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
287,PVL03,7971.34711791943,544.067265459987,228880.714154553,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
288,PVL03,6563.26843638859,249.96856472911,109953.821660899,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
289,PVL03,9835.62163847709,298.058427493723,135728.197332215,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
290,PVL03,9204.81087526304,162.670338384551,96756.01507458,Lawrence County,2021,0.954202924715745,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
291,PVL03,8775.75593376257,390.447464341558,95714.2645735891,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
292,PVL03,8730.74288196096,650.564486491232,140165.600003135,Pine Tree Research Station,2021,0.499611940877758,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
293,PVL03,11115.1701725933,259.779073951827,139761.508771643,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
294,PVL03,11446.899889646,389.58204444539,138201.475153782,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
295,PVL03,8911.3403613685,456.495951886697,126982.964108679,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
296,PVL03,10268.2396892663,273.138344858615,108119.249194537,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
297,PVL03,9315.33922098387,161.142459383826,126706.447561915,UA Northeast Rice Res & Ext Ctr,2021,0.973594386669851,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
298,PVL03,9288.55449961001,149.857749112812,273507.57765954,Mamou,2021,0.977400011032591,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
299,PVL03,8126.88394612974,450.430588383019,155661.219539831,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
300,PVL03,8232.48960794116,265.640804966548,96165.2763735799,Desha County,2021,0.813828740059357,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
301,PVL03,8503.86312033091,233.877088008277,112677.214585566,Wintermann Rice Research Station,2021,0.914465139482436,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
302,PVL03,7509.50364031375,237.160868928989,57415.8855414699,Winnsboro,2021,0.761875531009231,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
303,PVL03,9232.68315156988,495.079092800671,284066.87543537,UA Rice Res and Ext Center,2021,0.964106224761339,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
304,PVL03,7468.20344100565,278.337311020174,125670.546299954,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
305,PVL03,8860.72594062269,312.78293676219,183900.530149277,Iowa,2021,0.922042593895625,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
306,PVL03,8844.61674827879,265.689250054913,87507.9939156135,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
307,PVL03,7310.56676800181,216.781890956574,59263.0685242884,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
308,PVL03,7140.11428321946,408.362897812279,176350.304711851,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
309,PVL03,8762.39838524115,320.058425623764,170059.031550366,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
310,PVL03,8455.58622895102,325.804961749921,131775.817915494,St. Joseph,2021,0.918605383320413,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
311,PVL03,9737.66593809098,279.698045631497,90670.5408124475,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
312,PVL03,7208.22899682657,362.088167170104,186316.797485648,Palmetto,2021,0.84519462219751,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
313,PVL03,9251.56520554939,455.15364233255,293343.588601454,Rice Research Station South,2021,0.843857778152297,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
314,PVL03,8570.69157820438,422.989894410606,156630.170667292,Rice Research Station,2021,0.844974135891633,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
315,PVL03,7869.54977807381,208.442656203021,85183.5633145184,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
316,PVL03,9479.90094069564,268.40482159811,231457.43580455,UA Northeast Res and Ext Center,2021,0.963828719016503,Yield.LSU_01.0000138,22,Check,LSU,PV,Long,Line
317,RU1801101,6982.3115466239,401.209816343555,174418.881695872,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
318,RU1801101,8323.72782495142,220.794302736155,61365.518569967,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
319,RU1801101,9596.90022948781,398.390888951516,97597.687773994,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
320,RU1801101,9482.16969496351,180.148291596067,185223.208134905,Mowata,2021,0.961140858387354,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
321,RU1801101,10072.8592073798,593.080900599133,140575.639330235,Pine Tree Research Station,2021,0.499611940877758,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
322,RU1801101,7877.19957536902,305.194652130716,182743.849566052,Bay City,2021,0.946929917929501,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
323,RU1801101,8267.59562987204,269.15489913629,96276.5676677179,Desha County,2021,0.813828740059357,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
324,RU1801101,7336.55932756391,281.719637001368,128557.91296005,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
325,RU1801101,8795.84998751983,551.042892041165,231837.60803458,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
326,RU1801101,9311.95893248227,464.430396170178,126527.974776614,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
327,RU1801101,9610.21413629932,211.196861126319,110715.021627838,Wintermann Rice Research Station,2021,0.914465139482436,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
328,RU1801101,9931.7561270844,154.105682474915,275400.74987613,Mamou,2021,0.977400011032591,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
329,RU1801101,8224.87550395112,240.818262606356,54529.8343619385,Winnsboro,2021,0.761875531009231,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
330,RU1801101,10120.1079524159,163.209019512369,96827.8923572424,Lawrence County,2021,0.954202924715745,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
331,RU1801101,10893.8970383866,267.941583354767,108405.161547354,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
332,RU1801101,9195.83518013517,434.796465448238,146564.691675124,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
333,RU1801101,6816.22400202901,362.863912199023,186692.459437228,Palmetto,2021,0.84519462219751,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
334,RU1801101,11425.200681327,399.626254758156,144253.342170326,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
335,RU1801101,8134.32268893132,249.854388116576,109823.202286638,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
336,RU1801101,9484.21492261087,318.234082637282,113569.084174833,Lake Arthur,2021,0.773256872388895,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
337,RU1801101,7987.13585063618,475.692735653821,212811.549486284,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
338,RU1801101,8573.65697121258,318.366163032367,168963.037095581,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
339,RU1801101,10535.579431356,172.470058407447,129430.352419071,UA Northeast Rice Res & Ext Ctr,2021,0.973594386669851,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
340,RU1801101,10818.8671899434,259.565756158923,138269.726715124,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
341,RU1801101,10476.0486114744,256.84207086734,228469.116226269,UA Northeast Res and Ext Center,2021,0.963828719016503,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
342,RU1801101,9114.65789770844,428.520775302855,155509.748485587,Rice Research Station,2021,0.844974135891633,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
343,RU1801101,9567.64589817352,285.359108732973,92127.2747376903,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
344,RU1801101,8960.59666280814,294.710312137161,178344.744820093,Iowa,2021,0.922042593895625,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
345,RU1801101,9383.93593220935,442.29488223107,272317.572590753,Rice Research Station South,2021,0.843857778152297,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
346,RU1801101,8385.83249055023,219.624208956241,58670.5703067821,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
347,RU1801101,9422.72904959369,336.931544082766,127197.532885325,St. Joseph,2021,0.918605383320413,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
348,RU1801101,9953.13511266953,498.386402264943,284191.712349467,UA Rice Res and Ext Center,2021,0.964106224761339,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
349,RU1801101,8590.71789418582,214.995631670147,87029.144845714,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,7,AR,AR,CL,Long,Line
350,RU1902026,9664.58571254828,391.015103643591,96434.0496382784,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
351,RU1902026,9130.97562114403,258.990041041605,165982.826403033,Bay City,2021,0.946929917929501,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
352,RU1902026,8519.24023149316,222.0211169622,62346.3053158011,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
353,RU1902026,8344.97044448842,250.500296536027,110285.142512875,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
354,RU1902026,7622.74596994433,385.715618645754,166144.670524099,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
355,RU1902026,9744.48732759195,154.080012398063,93869.3532455963,Lawrence County,2021,0.954202924715745,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
356,RU1902026,8804.87187622077,314.436731481054,107675.692358898,Desha County,2021,0.813828740059357,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
357,RU1902026,10579.67535506,174.749911086209,130612.600190303,UA Northeast Rice Res & Ext Ctr,2021,0.973594386669851,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
358,RU1902026,10014.9736322681,613.143349739794,138354.720131389,Pine Tree Research Station,2021,0.499611940877758,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
359,RU1902026,9600.31959486341,455.643831276363,126307.033903686,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
360,RU1902026,9855.43100034508,184.168597553236,179583.104104438,Mowata,2021,0.961140858387354,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
361,RU1902026,6834.49150470659,288.273440667204,129973.016340565,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
362,RU1902026,10012.0142342876,482.080574186426,183022.010510789,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
363,RU1902026,9593.28849026702,333.147409772524,117144.515905897,Lake Arthur,2021,0.773256872388895,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
364,RU1902026,9344.95179247119,228.338044297293,110954.623555709,Wintermann Rice Research Station,2021,0.914465139482436,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
365,RU1902026,8912.88699675354,423.992785511141,144503.692254297,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
366,RU1902026,7689.83436378006,231.48643614618,52457.2486773767,Winnsboro,2021,0.761875531009231,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
367,RU1902026,10365.2183632114,300.308993035657,134990.909411024,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
368,RU1902026,10872.8132004765,275.748626163403,111355.688562166,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
369,RU1902026,10360.5987331692,274.00302255623,93230.6206642634,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
370,RU1902026,6518.19928622544,348.547732132116,184239.55841989,Palmetto,2021,0.84519462219751,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
371,RU1902026,9560.42963384583,154.784441097479,275528.786366845,Mamou,2021,0.977400011032591,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
