,genotype,BLUE,sep_BLUE,w,Location,Year,H.cullis,trait,Entry,Nominator,BP,HT,Grain_type,Gen_type
538,RU2201021,5645.83712662172,480.651465520683,213303.528221674,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
539,RU2201021,11344.8754322986,256.293395194512,137116.311878542,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
540,RU2201021,6284.27432182841,211.513364493026,85739.6476585862,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
541,Taurus,6318.59652812616,384.594134682349,206220.103911936,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
542,Taurus,7452.85942861315,285.106408999323,129772.403241097,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
543,Taurus,8980.10001024338,281.098624004908,92857.6076255158,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
544,Taurus,8784.155035192,249.783149701308,109976.931330213,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
545,Taurus,9893.45809321017,475.474712486551,127192.436233981,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
546,Taurus,6597.09837827141,393.788919904033,167756.709330517,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
547,Taurus,8778.66278698837,257.492178695484,76136.1698369008,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
548,Taurus,10283.0561825682,301.353120952989,137548.882341556,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
549,Taurus,9563.96390120258,278.709797019998,114790.859802891,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
550,Taurus,10046.1807422544,253.140976723056,88877.0057289106,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
551,Taurus,9141.79577626534,230.975215442019,61002.4573418939,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
552,Taurus,7677.6312392582,417.466564805052,180353.565999934,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
553,Taurus,9133.26282301377,400.993911211081,98279.6084005826,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
554,Taurus,9196.35909837915,428.753435898993,146574.967590044,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
555,Taurus,6846.88648550796,280.980933788497,114750.70607092,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
556,Taurus,10808.1159602276,257.776365936632,142556.017834284,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
557,Taurus,10303.7029402327,397.586759601425,142954.248482231,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
558,Taurus,9609.14409762355,548.42499926824,229944.802956137,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,10,AR,AR,CONV,Medium,Line
559,XP753,9802.9754012025,217.490928451147,60288.3625953958,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
560,XP753,12806.69380156,190.944586375939,136750.816117297,UA Northeast Rice Res & Ext Ctr,2021,0.973594386669851,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
561,XP753,11488.7207474401,304.988260197774,187961.795109094,Bay City,2021,0.946929917929501,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
562,XP753,10578.2616117395,549.171730673521,232900.395664293,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
563,XP753,12050.9958600147,187.037848664848,101147.143487443,Lawrence County,2021,0.954202924715745,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
564,XP753,11250.7480653211,443.042026783934,147703.948519727,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
565,XP753,13622.6997068048,477.327246866012,290315.576430933,UA Rice Res and Ext Center,2021,0.964106224761339,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
566,XP753,10989.7102585394,231.857066695829,113113.293945056,Wintermann Rice Research Station,2021,0.914465139482436,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
567,XP753,12511.5479679152,399.046392809574,143594.975282058,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
568,XP753,11538.3039343737,259.903765062433,87926.1807090568,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
569,XP753,9016.1679660611,370.118551358235,195859.038735916,Palmetto,2021,0.84519462219751,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
570,XP753,8467.79846979317,230.730162000956,55903.7468778406,Winnsboro,2021,0.761875531009231,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
571,XP753,9853.45262422441,316.478628105807,166728.464073491,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
572,XP753,10175.8211102847,208.144763722188,84581.6491501464,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
573,XP753,11439.7316456455,303.975054336219,107252.080866062,Lake Arthur,2021,0.773256872388895,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
574,XP753,11996.8926767605,285.051688821552,94066.7568385525,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
575,XP753,13189.3556375649,279.419485977874,233737.328897579,UA Northeast Res and Ext Center,2021,0.963828719016503,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
576,XP753,8520.70026710295,479.617465730647,212923.987546078,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
577,XP753,11458.2567592774,486.452017555813,288866.357646717,Rice Research Station South,2021,0.843857778152297,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
578,XP753,11963.9655205619,463.925487229669,134116.467198373,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
579,XP753,13813.4257298716,155.511374634748,277211.848031334,Mamou,2021,0.977400011032591,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
580,XP753,9309.10032939281,384.044925260418,166254.621358619,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
581,XP753,9916.55416947817,256.133893979378,112643.7195672,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
582,XP753,9220.61904691278,228.149136983885,61659.2057262699,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
583,XP753,12758.0773743256,232.271201027363,205738.387983231,Mowata,2021,0.961140858387354,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
584,XP753,11580.681013009,544.914439260721,148324.289099594,Pine Tree Research Station,2021,0.499611940877758,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
585,XP753,11303.0738406593,304.192432822816,137527.506912498,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
586,XP753,10789.1936630021,302.18155814811,127811.574217331,St. Joseph,2021,0.918605383320413,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
587,XP753,13462.3879917934,266.399751879828,143146.239291106,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
588,XP753,10438.3177857307,298.25969043749,179516.412920879,Iowa,2021,0.922042593895625,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
589,XP753,9601.84949356934,299.957102831884,135969.328207317,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
590,XP753,12188.5666655877,277.212128850016,107477.192163038,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
591,XP753,11166.9457048032,403.279477032061,104416.589026434,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
592,XP753,10641.4344179381,434.829265905353,158958.895791571,Rice Research Station,2021,0.844974135891633,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
593,XP753,9373.60168837535,293.517345310474,105480.600072527,Desha County,2021,0.813828740059357,Yield.LSU_01.0000138,23,Check,RT,CONV,Long,Hybrid
